ISN_DOB_BIS_VIOL,BORO,BLOCK,LOT,ISSUE_DATE,VIOLATION_TYPE_CODE,VIOLATION_NUMBER,HOUSE_NUMBER,STREET,DISPOSITION_DATE,DISPOSITION_COMMENTS,VIOLATION_CATEGORY,VIOLATION_TYPE
2348429,2,5282,26,20190419,C,CN1201FK,2325,HOLLERS AVENUE,20190909,NO OBJECTION TO DISMISS DOB VIO         JOB SIGNED OFF ON 6/5/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2344951,2,2410,8,20190419,C,FEU20101PN,598,MORRIS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2344823,3,1543,14,20190419,C,CC16PV07,102,SOMERS STREET,20190424,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2344799,2,5087,40,20190419,C,CC12PK06,4600,WHITE PLAINS ROAD,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2345021,4,4983,1,20190418,C,CN0701FK,145-05,34 AVENUE,20200109,OK TO DISMISS VIOLATION JOB WAS SIGNED OFF 11/25/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2344707,4,389,33,20190418,C,CC02LJ05,23-15,39 AVENUE,20190423,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2344706,4,389,33,20190418,C,CC02LJ04,23-15,39 AVENUE,20190423,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2346275,3,2018,57,20190418,C,0202AH,927,ATLANTIC AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2344710,2,3258,120,20190418,C,CC08PK01,3469,CANNON PLACE,20190426,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2344708,2,3258,120,20190418,C,CC08PK09,3469,CANNON PLACE,20190426,VIOLATION COMPLIED WITH,VPW*-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-DISMISSED,C-CONSTRUCTION
2345717,3,5057,86,20190418,C,0910AH,227,CLARKSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2346302,3,7866,60,20190418,C,FEU31801PN,2118,FLATBUSH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2344980,3,1501,7501,20190418,C,0301VB,686,MCDONOUGH STREET,20200730,OK TO DISMISS. SWO HAS BEEN RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2346751,3,3155,14,20190418,C,FEU30402BS,180,NOLL STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2345723,3,4323,49,20190418,C,0507AH,749,PENNSYLVANIA AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2345726,3,3375,14,20190418,C,0405AH,1218,PUTNAM AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2345729,3,3375,15,20190418,C,0404AH,1220,PUTNAM AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2406119,3,3375,16,20190418,C,0406AH,1222,PUTNAM AVENUE,20191030,"DISMISSED, BC SWO FULLY RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2345725,3,3256,30,20190418,C,0412AH,147,STANHOPE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2344810,1,1551,53,20190417,C,CER01DY,1708,2 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2344621,4,196,27,20190417,C,CC02PW06,41-16,47 AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2345022,5,1473,14,20190417,C,CN01FK,175,COLLFIELD AVENUE,20191010,NO OBJECTION TO DISMISS DOB VIO         JOB SIGNED OFF ON 10/2/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2344632,3,7866,63,20190417,C,CER01DE,2124,FLATBUSH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2344628,3,7866,12,20190417,C,CER04DE,1667,HENDRICKSON STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343937,3,379,50,20190417,C,CC06MW02,145,HUNTINGTON STREET,20190816,SQS    PAID INVOICE # _62111916,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2345644,5,2277,1,20190417,C,0204IK,312,LONDON ROAD,20190516,OK TO DISMISS VIOLATION AS PER DBC      SIGNATURE ATTACHED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2345693,3,2594,1,20190417,C,FEU30101JH,57,MESEROLE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343750,4,2955,124,20190416,C,CC0502,70-11,62 DRIVE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2343749,4,2955,124,20190416,C,CC0501,70-11,62 DRIVE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2343927,1,1633,28,20190416,C,CER10JG,166,EAST 106 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2347535,2,4029,53,20190416,C,CN0102FK,1750,GARFIELD STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2344991,3,2562,10,20190416,C,30102TV,58,GREENPOINT AVENUE,20190507,NYJ    PAID INV 62083946,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2343762,2,5634,33,20190416,C,CC10PK03,435,HUNTER AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2459420,3,2907,9,20190416,C,0103TV,34,MASPETH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2344981,3,1201,78,20190416,C,0802VB,565,NOSTRAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2346759,3,361,15,20190415,C,FEU30601PN,74,1 PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343733,1,813,1,20190415,C,FA0501JC,501,7 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343721,5,690,160,20190415,C,CER03FC,296,LIGHTNER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343494,2,3771,20,20190414,C,CER03FC,1238,EVERGREEN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343539,2,3196,66,20190413,C,CC05NG04,27,BUCHANAN PLACE,20190423,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2343495,4,1303,11,20190413,C,CNE01SC,71-28,ROOSEVELT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343198,1,1840,10,20190412,C,CC07KK02,61,WEST 104 STREET,20190416,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2343185,1,1724,49,20190412,C,CC10EP06,26,WEST 127 STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2345192,3,956,1,20190411,C,CN0601CD,223,5 AVENUE,20190508,OK TO DISMISS DOB VIO ASSOCIATED JOB#   321806168 WAS AUDIT ACCEPTED ON 5/8/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2343878,3,5736,34,20190411,C,1002GB,929,64 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343083,2,2384,56,20190411,C,CC03WP03,415,EAST 162 STREET,20200220,DISMISSED BASED ON PPN 2/98 AS PER      CHIEF HUGHES.,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2343879,3,5062,42,20190411,C,1401MC,14,EAST 21 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343882,3,3336,29,20190411,C,30402TV,1505,GATES AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343883,3,2562,16,20190411,C,30103TV,68,GREENPOINT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343881,3,3165,43,20190411,C,30401TV,245,JEFFERSON STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2345733,3,1948,13,20190411,C,0202CD,340,LAFAYETTE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343147,1,410,34,20190411,C,CC03MO01,118,ORCHARD STREET,20190423,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2344977,3,8732,10,20190411,C,1506MH,101,ORIENTAL BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343452,3,3847,143,20190411,C,CC16GK01,596,POWELL STREET,20190416,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2343456,3,3847,143,20190411,C,CC16GK05,596,POWELL STREET,20190416,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2343876,3,1243,51,20190411,C,0801VB,1079,STERLING PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2345823,1,1060,61,20190410,C,LL0404PR,748,10 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343720,3,5890,38,20190410,C,CN1001RA,7102,3 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2345821,1,1209,7502,20190410,C,LL0702PR,356,CENTRAL PARK WEST,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343884,3,4192,34,20190410,C,0502RH,414,CHESTNUT STREET,20190912,"DISMISS, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2384161,3,3418,23,20190410,C,CEU30401ZT,282,ELDERT STREET,20190905,OK TO DISMISS AS PER Z THAM#5205        UPDATED INFORMATION PROVIDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2442186,3,120,20,20190410,C,NE01GS,49,FLATBUSH AVENUE EXTENSION,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343885,3,4195,40,20190410,C,0501RH,1033,GLENMORE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343064,4,1303,11,20190410,C,CER02ND,71-28,ROOSEVELT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2345188,1,702,7501,20190410,C,CN0403CD,500,WEST 33 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2345187,1,702,7501,20190410,C,CN0409CD,500,WEST 33 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2369121,3,1435,15,20190409,C,FEU31603PN,2274,ATLANTIC AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2346866,3,7108,1,20190409,C,15MH03,502,AVENUE T,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2342825,1,1960,63,20190409,C,CC10KK01,46,EDGECOMBE AVENUE,20190422,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2345248,1,475,32,20190409,C,0201MP,62,GRAND STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2345818,2,2579,17,20190409,C,LL0102PR,534,JACKSON AVENUE,20190926,OK TO DISMISS DOB VIO. 240237864 S/O 7/3/19 FOR EXT. MASONRY & INTERIOR SHORING,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2343204,3,7335,68,20190409,C,CER02JW,3395,NOSTRAND AVENUE,20191011,"DISMISS, SWO HAS BEEN RESCINDED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2343540,3,1380,48,20190409,C,FEU30801PN,1571,ST JOHNS PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343149,3,6113,49,20190408,C,1001GB,243,95 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2344989,3,6807,18,20190408,C,1501MH,3830,BEDFORD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342803,3,361,14,20190408,C,CNE02EC,72,FIRST PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342925,3,1747,55,20190408,C,E30301GFE,859,MYRTLE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342801,1,78,43,20190408,C,CER01JM,90,NASSAU STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342779,1,763,17,20190408,C,LL0401PR,335,WEST 39 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342490,4,1241,83,20190407,C,CNE01LC,57-17,ROOSEVELT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343726,4,570,51,20190406,C,E0101MH,30-86,CRESCENT STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342494,4,9073,42,20190405,C,CER04FC,97-13,101 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342491,4,9073,45,20190405,C,CER01FC,97-05,101 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342776,4,11015,71,20190405,C,C1201DG,114-07,198 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343152,3,7817,17,20190405,C,1801RH,3833,AVENUE M,,,VW-VIOLATION WORK WITHOUT PERMIT - ACTIVE,C-CONSTRUCTION
2342483,2,2330,18,20190405,C,CNE01DB,296,EAST 149 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342817,1,1480,1,20190405,C,CC08PW05,510,EAST 70 STREET,20190410,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2342818,1,1480,1,20190405,C,CC08PW06,510,EAST 70 STREET,20190410,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2342778,4,3150,88,20190405,C,C0603ND,65-16,FLEET STREET,20191125,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2342775,4,3150,88,20190405,C,C0602ND,65-16,FLEET STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2346100,1,162,11,20190405,C,2981418,20,MOTT STREET,20190429,OK TO DISMISS DOB VIO-SWO RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2343060,3,4089,31,20190405,C,CER01DE,601,NEW LOTS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2344988,3,6997,69,20190405,C,13MH02,2700,STILLWELL AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342487,3,741,13,20190404,C,CER02JG,716 GARAGE,44 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343151,3,5561,31,20190404,C,1101RF,1850,66 STREET,20200701,OK TO DISMISS. SWO HAS BEEN RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2342489,3,741,1,20190404,C,CER05JG,4423,7 AVENUE,20200116,DISMISS VACATE ORDER HAS BEEN RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2346931,3,6447,32,20190404,C,CN1101FK,2162,BATH AVENUE,20190605,NO OBJECTION TO DISMISS OF THIS DOB VIO JOB#321778206 SIGNEDOFF 5/23/19,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2343150,3,6318,37,20190404,C,1102RF,8200,BAY PARKWAY,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343936,2,2568,57,20190404,C,CN0103CD,694,EAST 141 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2350969,3,8591,980,20190404,C,1803MH,2807,FLATBUSH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342816,3,5586,67,20190404,C,CC12JL03,4001,NEW UTRECHT AVENUE,20190412,PENALTY ENTERED IN ERROR -,VPW*-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-DISMISSED,C-CONSTRUCTION
2336120,5,5611,50,20190403,C,0303IK,634,BARLOW AVENUE,20190510,AS PER DBC MARCHIANO +HEARING OFFICERS  DECISION @ECB NOV IS DISMISSED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2335879,2,5774,240,20190403,C,CC08RM01,3825,CORLEAR AVENUE,20190415,VIOLATION WAS CORRECTED,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2342785,4,1715,6,20190403,C,C0302JR,100-12,NORTHERN BOULEVARD,20190415,OK TO DISMISS BC RESCIND LETTER ISSUED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2336114,5,7730,85,20190403,C,0304IK,727,PAGE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2335716,2,2409,9059,20190403,C,CC03PW01,3204,PARK AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2335717,1,788,73,20190403,C,CC05PC01,250,WEST 39 STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2335026,4,5047,1,20190402,C,CC07SR01,142-30,BARCLAY AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2335027,4,5047,1,20190402,C,CC07SR02,142-30,BARCLAY AVENUE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2342735,3,7580,24,20190402,C,E1801FC,1055,EAST 34 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342465,1,706,17,20190401,C,19-00232,66,HUDSON BOULEVARD,20190604,OK TO DISMISS DOB VIOLATION. SWO RESCINDED BY BORO COMMISSIONER.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2342426,1,1166,20,20190401,C,CER03JG,229,WEST 74 STREET,20191025,OK TO DISMISS VIOLATION.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2334620,1,700,9,20190331,C,CER01FC,525,WEST 28 STREET,20190709,"AT THE TIME OF INSPECTION OBSERVED IN APT #232, ALL INFECTED TILES AND THE TERRA",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2334622,2,2315,18,20190330,C,CNE01DG,321,EAST 140 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342787,4,9127,52,20190329,C,C1001MV,107-43,75 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2334625,3,7398,77,20190329,C,CER02MA,2305,EAST 13 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2343548,3,3275,43,20190329,C,FEU30402PN,108,HIMROD STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2342727,3,2559,8,20190329,C,CN0101RA,922,MANHATTAN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2334777,3,3763,3,20190328,C,CC16SR05,445,BLAKE AVENUE,20190409,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2334775,3,3763,3,20190328,C,CC16SR03,445,BLAKE AVENUE,20190409,VIOLATION COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2334641,4,164,11,20190328,C,FEU40201XC,45-02,QUEENS BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2334661,3,4321,22,20190328,C,FEU30501IK,762,SHEFFIELD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2334618,1,2046,35,20190328,C,CER01DV,300,WEST 152 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2334627,4,9324,46,20190327,C,CER01DE,91-51,114 STREET,20190610,GARAGE REPAIRED NO UNSAFE CONDITIONS     OK TO DISMISS,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2334626,4,9324,20,20190327,C,DER01JW,91-30,115 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2335736,4,3322,40,20190327,C,LLF1AV,83-43,118 STREET,20200728,RECEIVED_DOCUMENTATION_7/28/20          JOB PERMIT AND JOB APPROVAL.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2333139,4,10209,86,20190327,C,ER02FC,168-19,93 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2334412,1,521,73,20190327,C,FEU10201FF,4,BLEECKER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2333137,2,2892,19,20190327,C,ER04JG,300,EAST 176 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2346300,3,6805,68,20190327,C,FEU31501IK,1797,EAST 22 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2333067,3,3400,28,20190327,C,CC04SR01,1424,HANCOCK STREET,20190415,"VIOLATION RESCINDED ON 04-08-2019, OK   TO DISMISS.",VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2336163,3,3079,6,20190327,C,CN0103RA,94,MANHATTAN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2333079,3,3407,15,20190327,C,CC04SR04,358,WEIRFIELD STREET,20190401,VIOLATIONS COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2333080,3,3407,15,20190327,C,CC04SR05,358,WEIRFIELD STREET,20190401,VIOLATIONS COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2333081,3,3407,15,20190327,C,CC04SR06,358,WEIRFIELD STREET,20190401,VIOLATIONS COMPLIED WITH,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
