ISN_DOB_BIS_VIOL,BORO,BLOCK,LOT,ISSUE_DATE,VIOLATION_TYPE_CODE,VIOLATION_NUMBER,HOUSE_NUMBER,STREET,DISPOSITION_DATE,DISPOSITION_COMMENTS,VIOLATION_CATEGORY,VIOLATION_TYPE
2449483,3,1854,23,20200227,C,20-00413,50,MACDONOUGH STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449448,3,1854,23,20200227,C,20-00406,50,MACDONOUGH STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463245,3,2460,27,20200227,C,30105TV,170,MARCY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463161,3,2460,27,20200227,C,30104TV,170,MARCY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463163,3,2460,27,20200227,C,30103TV,170,MARCY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449468,4,1302,26,20200227,C,20-00409,70-06,ROOSEVELT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449471,4,1540,44,20200227,C,20-00418,82-43,ST JAMES AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2460460,1,1127,39,20200227,C,FEU10701IK,6,WEST 75 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463275,3,7176,63,20200227,C,1502RH,2335,WEST STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463274,3,7176,63,20200227,C,1501RH,2335,WEST STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449298,4,1752,21,20200226,C,20-00390,36-16,109 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449312,4,4783,68,20200226,C,20-00398,144-11,29 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449299,4,1838,7504,20200226,C,20-00393,88-39,53 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449512,1,2108,77,20200226,C,20-00399,1987,AMSTERDAM AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449314,4,1507,20,20200226,C,20-00397,41-30,JUDGE STREET,20200312,"OK TO DISMISS, PER BC RESCIND LETTER    ISSUED",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2451432,3,3639,31,20200226,C,E1601DG,643,WATKINS STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449086,4,6732,84,20200225,C,20-00363,59-29,154 PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449098,4,5537,121,20200225,C,20-00364,45-64,196 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449101,4,5537,121,20200225,C,20-00367,45-64,196 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449114,4,8127,42,20200225,C,20-00377,42-01,249 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449117,4,4946,165,20200225,C,20-00381,133-16,35 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449094,4,5631,33,20200225,C,20-00353,195-20,48 AVENUE,20200703,OK TO DISMISS BC RESCIND LETTERS ISSUED  & SWO FULLY RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2449095,4,5631,33,20200225,C,20-00355,195-20,48 AVENUE,20200703,OK TO DISMISS BC RESCIND LETTERS ISSUED  & SWO FULLY RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2449096,4,5631,33,20200225,C,20-00357,195-20,48 AVENUE,20200703,OK TO DISMISS BC RESCIND LETTERS ISSUED  & SWO FULLY RESCINDED,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2458026,4,9000,16,20200225,C,20-00383,95-20,76 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449318,4,5187,8,20200225,C,20-00376,143-13,BEECH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449473,2,3326,34,20200225,C,E20701JT,94,EAST 208 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2457276,3,1265,6,20200225,C,FEU30801PN,287,KINGSTON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449287,4,4971,55,20200225,C,20-00378,36-54,MAIN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449286,4,4971,55,20200225,C,20-00379,36-54,MAIN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449087,4,2135,3,20200225,C,20-00354,101-19,QUEENS BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449090,4,7005,6,20200225,C,20-00359,169-05,UNION TURNPIKE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449091,4,7229,27,20200225,C,20-00369,180-02,UNION TURNPIKE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449092,4,7229,27,20200225,C,20-00361,180-10,UNION TURNPIKE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448905,4,12402,32,20200224,C,20-00348,171-14,115 AVENUE,20200312,OK TO DISMISS BC RESCIND LETTER ISSUED   3/4/20,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2448890,3,900,63,20200224,C,CC07DM03,303,23 STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2448889,3,900,63,20200224,C,CC07DM01,303,23 STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2452470,4,4977,90,20200224,C,291656,136-37,37 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449069,3,1949,70,20200224,C,CE03MS03,115,CLIFTON PLACE,20200626,,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2448835,3,54,1,20200222,C,CE03MS02,85,JAY STREET,20200224,VIOLATION ISSUED IN ERROR.,VPW*-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-DISMISSED,C-CONSTRUCTION
2463277,3,915,25,20200221,C,0702HP,756,39 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448610,4,9000,16,20200221,C,20-00343,95-20,76 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448670,3,1174,18,20200221,C,CC08MP04,484,STERLING PLACE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2463470,3,6174,1,20200220,C,1101KG,7023,20 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448472,4,12743,40,20200220,C,20-00340,117-31,226 STREET,20200309,OK TO DISMISS BC RESCIND LETTER ISSUED   3/9/20,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2451391,3,4061,3,20200220,C,C0501DM,605,BARBEY STREET,,,VW-VIOLATION WORK WITHOUT PERMIT - ACTIVE,C-CONSTRUCTION
2451394,3,4061,3,20200220,C,C0502DM,605,BARBEY STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2451048,3,1139,26,20200220,C,E0801FC,739,BERGEN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463131,3,7321,20,20200220,C,1504JG,2032,EAST 17 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448641,1,856,7503,20200220,C,LL0501JC,15,EAST 26 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2451054,1,593,48,20200220,C,FEU10201IK,14,GAY STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463459,3,7274,1,20200220,C,1204KG,458,NEPTUNE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463462,3,7274,1,20200220,C,1303KG,458,NEPTUNE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447536,4,9299,9,20200219,C,20-00322,87-64,110 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448306,4,10164,26,20200219,C,20-00334,104-41,165 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463272,3,692,49,20200219,C,0207HP,365,36 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463280,3,915,125,20200219,C,0702HP,758,39 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463279,3,915,125,20200219,C,0701HP,758,39 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463138,3,7441,332,20200219,C,1503JG,2121,AVENUE Z,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448866,4,4823,45,20200219,C,C0701BA,150-33,BAYSIDE AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448870,4,16083,37,20200219,C,C1403RS,71-15,BEACH CHANNEL DRIVE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448293,4,3330,21,20200219,C,20-00324,83-12,BEVERLY ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447501,3,447,53,20200219,C,CC06RM01,445,CARROLL STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2448460,3,3234,50,20200219,C,E30401NB,1351,DEKALB AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2460508,3,4081,22,20200219,C,FEU30501BS,976,DUMONT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463130,3,7327,54,20200219,C,1502JG,2097,EAST 22 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463479,3,7327,54,20200219,C,1501JG,2097,EAST 22 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447538,1,1559,31,20200219,C,20-00325,430,EAST 80 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448312,1,1531,38,20200219,C,20-00327,217,EAST 85 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448307,4,10224,17,20200219,C,20-00337,170-16,LIBERTY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447537,4,9503,49,20200219,C,20-00326,135-07,LIBERTY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448451,3,4799,64,20200219,C,CC09KM04,565,MIDWOOD STREET,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2463286,3,7253,1,20200219,C,1302KG,2820,OCEAN PARKWAY,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463273,3,1370,15,20200219,C,0201RH,1174,PARK PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449303,3,1631,27,20200219,C,E0301NG,726,QUINCY STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448295,4,10129,7,20200219,C,20-00320,162-10,SOUTH ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448305,4,10129,7,20200219,C,20-00328,162-10,SOUTH ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448311,1,437,8,20200218,C,20-00329,162,1 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447430,1,1808,,20200218,C,20-00319,2340,1 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448881,4,701,78,20200218,C,C0102RS,25-90,43 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447503,4,1054,46,20200218,C,20-00317,25-41,77 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447383,4,3062,3,20200218,C,20-00314,66-23,77 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463283,3,8607,87,20200218,C,1803GB,7,DAKOTA PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463129,3,5102,60,20200218,C,1401GB,970,FLATBUSH AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447384,3,1785,41,20200218,C,CE03DG03,238,TOMPKINS AVENUE,20200811,ECB ASSOCIATED WITH DOB WAS WRITTEN IN  ERROR.  OKAY TO DISMISS DOB.,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION
2447432,1,841,7501,20200218,C,20-00315,20,WEST 40 STREET,20200415,OK TO DISMISS VIOLATION. SWO RESCINDED BY BOROUGH COMMISSIONER.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2448865,1,1208,116,20200218,C,0701MR,45,WEST 94 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447350,2,3158,5,20200217,C,CNE01DB,2240,GRAND CONCOURSE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448830,3,6345,27,20200215,C,CER02CM,1950,85 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447351,3,6345,26,20200215,C,CER01CM,1948,85 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447098,3,2399,19,20200215,C,20-00307,391,HOOPER STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463139,3,7204,60,20200214,C,1507JG,710,DESMOND COURT,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446956,3,1884,40,20200214,C,20-00302,31,LITTLE NASSAU STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446970,3,2761,19,20200214,C,20-00306,550,METROPOLITAN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463355,3,4869,11,20200214,C,1701VB,1423,NOSTRAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463346,3,4869,11,20200214,C,1702VB,1423,NOSTRAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2448603,2,2887,164,20200214,C,RW0402BH,1353,WEBSTER AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463284,3,748,45,20200213,C,0702HP,4520,6 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446916,3,1505,50,20200213,C,CNE02GS,471,BAINBRIDGE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463491,3,7204,103,20200213,C,1503JG,705,DUNNE COURT,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463493,3,7204,104,20200213,C,1505JG,703,DUNNE COURT,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463256,3,4209,27,20200213,C,30503TV,188,FOUNTAIN AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449445,5,3228,109,20200213,C,CN0201RA,161,RADCLIFF ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463311,3,8627,29,20200213,C,1802JG,86,WHITMAN DRIVE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447431,2,4243,48,20200212,C,1001JM,2867,EAST 196 STREET,20200318,OK TO DISMISS DOB VIO. BC RECISSSION LETTER RECEIVED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2446547,3,5627,20,20200212,C,CER02CM,4716,NEW UTRECHT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446717,5,3849,5,20200212,C,20-00284,21,SIOUX STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446326,4,5249,41,20200211,C,20-00280,33-02,165 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2460435,2,3800,54,20200211,C,FEU20901FF,1103,OLMSTEAD AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446104,3,6263,14,20200210,C,20-00275,2022,78 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447398,3,1211,53,20200210,C,E08EF01,1007,BERGEN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446316,2,3096,63,20200210,C,CER01SM,2117,CLINTON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463476,3,7580,24,20200210,C,1806GB,1055,EAST 34 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446315,1,448,7,20200210,C,CER02SM,48,EAST 7 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2449304,3,3304,14,20200210,C,E30402MM,412,EVERGREEN AVENUE,20200630,VIOLATION COMPLIED WITH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2463329,3,2429,36,20200210,C,0101AA,61,SOUTH 4 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445924,3,1008,19,20200209,C,CER03CM,152,9 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463338,3,1829,42,20200209,C,0302AA,343,JEFFERSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446016,4,11736,22,20200208,C,CC10CP04,133-35,115 STREET,20200210,OKAY TO DISMISS DOB. ECB WRITTEN IN     ERROR,VPW*-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-DISMISSED,C-CONSTRUCTION
2463472,3,5047,1,20200208,C,0901VB,603,ROGERS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445778,3,5920,61,20200207,C,20-00272,527,74 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445650,3,3136,5,20200207,C,CER01SM,889,BROADWAY,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446721,2,2406,108,20200207,C,335244,838,COURTLANDT AVENUE,,DELETED BY CJC ON 02/13/20 BECAUSE ENTER IN ERROR,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2457105,2,2406,108,20200207,C,0303MR,838,COURTLANDT AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445920,3,5203,1,20200207,C,CER01CM,1700,DITMAS AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446295,1,1616,39,20200207,C,20-00276,88,EAST 111 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446756,3,3408,56,20200207,C,FEU30402XC,21,ELDERT STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446308,1,544,7502,20200207,C,LLFAV01,445,LAFAYETTE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445724,5,681,41,20200207,C,20-00268,1460,VICTORY BOULEVARD,20200319,OK TO DISMISS AS PER INSPECTION REPORT,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2445471,4,9998,95,20200206,C,20-00261,148-10,ARCHER AVENUE,20200211,"OK TO DISMISS, BC RESCIND LETTER ISSUED  2/11/20",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2445925,4,15772,29,20200206,C,CER01MP,558,GRASSMERE TERRACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463293,3,1443,23,20200206,C,1601KG,2364,PACIFIC STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446028,4,3081,115,20200206,C,E40601MM,63-38,SAUNDERS STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445773,5,127,59,20200206,C,20-00265,106,SILVER LAKE ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463349,3,3183,20,20200206,C,0401GB,38,TROUTMAN STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447396,1,1219,7501,20200206,C,CEU10701DA,100,WEST 89 STREET,20200622,REPAIR WORK FILED UNDER JOB             #M00315883-L1 HAS BEEN SIGNED OFF,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2463486,3,1051,28,20200205,C,0702HP,96,16 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446932,3,1953,7,20200205,C,0301RB,385,CLASSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445329,2,3194,41,20200205,C,20-00260,2107,DAVIDSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463484,3,3375,16,20200205,C,0406GB,1222,PUTNAM AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463344,3,3375,14,20200205,C,0401GB,1218,PUTNAM AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443896,3,5344,29,20200204,C,CER01ND,1458,41 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443897,4,1226,65,20200204,C,CER03SM,39-32,56 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443898,4,1226,63,20200204,C,CER02SM,39-30,56 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446723,1,588,3,20200204,C,SPO02MO,86,BEDFORD STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443741,3,1951,26,20200204,C,20-00258,42,CLIFTON PLACE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463294,3,5141,237,20200204,C,1402KG,695,CONEY ISLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463295,3,5141,237,20200204,C,1401KG,695,CONEY ISLAND AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446024,3,1656,37,20200204,C,FEU30301XC,688,JEFFERSON AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446742,1,1920,52,20200204,C,1001MR,148,WEST 136 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446897,3,5595,66,20200203,C,121GGB,929,43 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446900,3,5595,66,20200203,C,1213GB,929,43 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446898,3,5595,66,20200203,C,1215GB,929,43 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463454,3,5595,66,20200203,C,1216GB,929,43 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443707,3,5740,20,20200203,C,335053,1334,63 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443700,3,5747,124,20200203,C,335053,1334,64 STREET,,DELETED BY RYS ON 02/04/20 BECAUSE WRONG ADDRESS RIGHT ADRESS IS 1334 63 ST,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446892,3,993,66,20200203,C,1211GB,287,7 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446888,3,5340,78,20200203,C,1207GB,287,EAST 7 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446893,3,5340,78,20200203,C,1212GB,287,EAST 7 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443711,4,10381,72,20200203,C,CNE01KC,188-19,LINDEN BOULEVARD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443722,1,623,47,20200203,C,E10201MM,265,WEST 11 STREET,20200810,VIOLATION COMPLIED WITH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2443543,1,1128,55,20200203,C,20-00253,42,WEST 76 STREET,20200213,OK TO DISMIS DOB VIOLATION. SWO RESCIND JOB #140878370.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2445473,1,1870,7502,20200203,C,LL10702OS,215,WEST 98 STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463466,3,6174,1,20200202,C,1101KG,7023,20 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2463132,3,8729,68,20200202,C,1501JG,37,COLERIDGE STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443500,3,197,12,20200201,C,CERGS02,260,DEAN STREET,,DELETED BY CVI ON 02/03/20 BECAUSE WRONG ADDRESS,VPW-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-ACTIVE,C-CONSTRUCTION
2445700,2,2626,1,20200201,C,013SC,611,EAST 158 STREET,20200811,OK TO DISMISS ASSOCIATE DOB APPLICANT &  BC RESCISSION LETTER RECEIVED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2445678,2,3770,22,20200201,C,0901JM,1233,EVERGREEN AVENUE,20200813,OK TO DISMISS ASSOCIATE DOB APPLICANT &  BC RESCISSION LETTER RECEIVED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2445703,2,2349,3,20200201,C,016SC,255,EXTERIOR STREET,20200618,SWO RESCINDED OK TO DISMISS DOB VIOLATION.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2445689,2,4113,65,20200201,C,1104JM,1662,HERING AVENUE,20200227,OK TO DISMISS DOB VIOLATION. STOP WORK ORDER RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2445698,2,3182,8,20200201,C,051SC,2256,WALTON AVENUE,20200201,OK TO DISMISS DOB VIOLATION. STOP WORK ORDER RESCINDED.,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2446739,1,1082,25,20200131,C,0401MR,811,10 AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445341,2,2887,80,20200131,C,RW0410BH,1390,CLAY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445333,2,2887,24,20200131,C,RW0403BH,1358,CLAY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445335,2,2887,25,20200131,C,RW0404BH,1360,CLAY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445338,2,2887,77,20200131,C,RW0407BH,1384,CLAY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445342,2,2887,81,20200131,C,RW0411BH,1392,CLAY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445339,2,2887,78,20200131,C,RW0408BH,1386,CLAY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2443514,2,3219,214,20200131,C,CC07SR11,115,FATHER ZEISER PLACE,,,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION
2445511,2,3320,21,20200131,C,LL20701OS,2939,GRAND CONCOURSE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2447365,5,8047,35,20200131,C,FEU50301PN,217,MAIN STREET,20200813,"EXP#1 WALL REMOVED AND EXP#2&4 WALLS CUTBACK@45 DEGREE,PER 8/11/20 INSPCT BY TDL",V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION
2443498,4,663,4,20200131,C,CER01DM,28-43,STEINWAY STREET,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446901,3,3281,3,20200131,C,0402GB,193,WYCKOFF AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2445332,2,2887,23,20200130,C,RW0402BH,1356,CLAY AVENUE,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446904,3,7558,59,20200130,C,1403GB,3014,GLENWOOD ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
2446903,3,7558,59,20200130,C,1404GB,3014,GLENWOOD ROAD,,,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION
